demande_id,citoyen_id,type_demande,adresse_projet,code_postal,arrondissement,date_demande,date_decision,statut
469,2882,PERMIS_CONSTRUIRE,37 Avenue du Prado,13008,3e,2023-05-21,2023-08-20,REFUSEE
470,1486,PERMIS_CONSTRUIRE,178 Rue d'Aubagne,13013,5e,2024-08-01,2024-10-14,ENREGISTREE
471,2862,DECLARATION_PREALABLE,238 Rue de Rome,13013,12e,2024-05-29,2024-06-19,REFUSEE
472,2862,AUTORISATION_TRAVAUX,41 Rue Saint-Ferréol,13002,6e,2023-07-22,2023-10-20,ACCEPTEE
473,2495,PERMIS_CONSTRUIRE,44 Boulevard Baille,13008,4e,2023-01-18,2023-05-17,ACCEPTEE
474,1672,DECLARATION_PREALABLE,180 Boulevard National,13013,4e,2025-06-24,2025-09-10,INSTRUCTION
475,886,PERMIS_CONSTRUIRE,127 Rue Paradis,13005,16e,2025-08-23,2025-09-12,INSTRUCTION
476,2316,AUTORISATION_TRAVAUX,170 Rue d'Aubagne,13008,3e,2025-10-18,2025-10-28,REFUSEE
477,1823,DECLARATION_PREALABLE,110 Avenue du Prado,13010,2e,2024-08-04,2024-09-23,ACCEPTEE
478,1504,AUTORISATION_TRAVAUX,35 Avenue du Prado,13003,6e,2024-10-01,2024-11-06,ACCEPTEE
479,1093,PERMIS_CONSTRUIRE,16 Rue Saint-Ferréol,13006,3e,2025-10-16,2026-01-31,ENREGISTREE
480,2435,PERMIS_CONSTRUIRE,208 Rue Saint-Ferréol,13001,16e,2025-03-23,2025-07-04,ACCEPTEE
481,2666,DECLARATION_PREALABLE,108 Boulevard National,13002,4e,2025-03-03,2025-05-22,ACCEPTEE
482,1933,PERMIS_CONSTRUIRE,18 Rue Saint-Ferréol,13010,15e,2023-02-03,2023-02-26,ACCEPTEE
483,2802,DECLARATION_PREALABLE,10 Rue de Rome,13005,7e,2025-07-03,2025-08-12,ACCEPTEE
484,688,DECLARATION_PREALABLE,206 Rue Paradis,13012,7e,2023-11-26,2024-01-30,ACCEPTEE
485,2223,AUTORISATION_TRAVAUX,148 Rue Paradis,13004,15e,2024-03-07,2024-05-31,ENREGISTREE
486,307,AUTORISATION_TRAVAUX,160 Avenue du Prado,13008,10e,2025-06-10,2025-09-14,ENREGISTREE
487,211,AUTORISATION_TRAVAUX,59 Rue Saint-Ferréol,13003,12e,2024-11-28,2025-03-22,INSTRUCTION
488,1756,PERMIS_CONSTRUIRE,41 Rue Saint-Ferréol,13016,13e,2023-05-19,2023-06-09,ENREGISTREE
489,2399,PERMIS_CONSTRUIRE,64 Avenue du Prado,13002,9e,2024-04-18,2024-06-25,ACCEPTEE
490,1597,DECLARATION_PREALABLE,159 Avenue du Prado,13007,3e,2025-05-06,2025-07-20,ENREGISTREE
491,730,AUTORISATION_TRAVAUX,170 Rue de Rome,13014,3e,2024-07-29,2024-10-15,ENREGISTREE
492,2393,PERMIS_CONSTRUIRE,78 Rue de Rome,13011,9e,2024-12-26,2025-04-17,ACCEPTEE
493,2346,AUTORISATION_TRAVAUX,143 Rue de Lodi,13015,8e,2025-10-28,2026-01-30,INSTRUCTION
494,1462,DECLARATION_PREALABLE,67 Rue de Lodi,13001,14e,2023-07-05,2023-09-14,REFUSEE
495,2944,DECLARATION_PREALABLE,94 Boulevard National,13013,16e,2025-08-30,2025-10-11,INSTRUCTION
496,127,DECLARATION_PREALABLE,146 Rue de la République,13001,12e,2024-08-18,2024-10-04,ACCEPTEE
497,1252,PERMIS_CONSTRUIRE,93 Rue Saint-Ferréol,13012,12e,2024-12-13,2025-03-11,REFUSEE
498,459,DECLARATION_PREALABLE,25 Rue de Rome,13005,8e,2023-09-11,2023-12-15,ENREGISTREE
499,162,DECLARATION_PREALABLE,137 Avenue du Prado,13012,5e,2025-09-25,2025-12-28,REFUSEE
500,193,PERMIS_CONSTRUIRE,33 Rue Saint-Ferréol,13012,9e,2023-04-27,2023-07-08,REFUSEE
501,535,PERMIS_CONSTRUIRE,223 Rue de Lodi,13002,5e,2025-02-21,2025-03-16,ENREGISTREE
502,2460,AUTORISATION_TRAVAUX,152 Boulevard Baille,13010,1e,2025-09-01,2025-11-19,REFUSEE
503,1339,AUTORISATION_TRAVAUX,55 Rue de Rome,13013,8e,2025-05-09,2025-06-28,ACCEPTEE
504,1108,AUTORISATION_TRAVAUX,202 Rue Saint-Ferréol,13016,4e,2025-04-04,2025-06-20,ENREGISTREE
505,1661,DECLARATION_PREALABLE,122 Boulevard Baille,13010,5e,2023-09-18,2024-01-02,INSTRUCTION
506,512,AUTORISATION_TRAVAUX,82 Boulevard National,13001,2e,2023-12-02,2024-03-17,ENREGISTREE
507,1850,AUTORISATION_TRAVAUX,91 Rue de la République,13009,4e,2025-04-25,2025-06-11,INSTRUCTION
508,1759,PERMIS_CONSTRUIRE,65 Rue de la République,13015,12e,2024-04-25,2024-08-21,REFUSEE
509,1414,AUTORISATION_TRAVAUX,143 Rue Saint-Ferréol,13010,8e,2023-11-30,2024-03-17,ACCEPTEE
510,2316,PERMIS_CONSTRUIRE,232 Avenue du Prado,13015,7e,2025-02-10,2025-04-04,ACCEPTEE
511,1905,PERMIS_CONSTRUIRE,76 Rue de la République,13002,14e,2024-05-01,2024-08-23,INSTRUCTION
512,2718,AUTORISATION_TRAVAUX,43 Rue Paradis,13006,13e,2025-06-05,2025-08-05,INSTRUCTION
513,323,PERMIS_CONSTRUIRE,159 Rue de Lodi,13009,11e,2023-04-22,2023-08-05,ACCEPTEE
514,2710,AUTORISATION_TRAVAUX,205 Rue de la République,13005,13e,2025-01-13,2025-02-02,REFUSEE
515,1722,PERMIS_CONSTRUIRE,195 Boulevard Baille,13004,10e,2024-03-10,2024-03-20,INSTRUCTION
516,2061,AUTORISATION_TRAVAUX,220 Rue Paradis,13002,13e,2025-03-02,2025-05-17,REFUSEE
517,2848,PERMIS_CONSTRUIRE,177 Rue Paradis,13004,5e,2025-07-02,2025-08-25,ACCEPTEE
518,885,PERMIS_CONSTRUIRE,238 Rue de Rome,13006,9e,2023-08-17,2023-12-05,ENREGISTREE
519,940,DECLARATION_PREALABLE,212 Rue de Rome,13015,1e,2024-06-11,2024-09-20,ACCEPTEE
520,1746,DECLARATION_PREALABLE,209 Rue Paradis,13016,8e,2023-07-01,2023-09-11,ACCEPTEE
521,2024,AUTORISATION_TRAVAUX,218 Rue de Lodi,13006,16e,2025-02-21,2025-04-19,ACCEPTEE
522,341,DECLARATION_PREALABLE,203 Rue Saint-Ferréol,13004,5e,2024-08-19,2024-12-10,REFUSEE
523,1455,AUTORISATION_TRAVAUX,2 Rue de Rome,13014,5e,2023-08-14,2023-11-12,ENREGISTREE
524,777,DECLARATION_PREALABLE,240 Boulevard Baille,13013,10e,2023-11-01,2024-01-28,ENREGISTREE
525,1365,AUTORISATION_TRAVAUX,170 Rue de Lodi,13007,7e,2025-08-31,2025-12-28,ENREGISTREE
526,2203,AUTORISATION_TRAVAUX,182 Rue d'Aubagne,13015,1e,2023-03-15,2023-06-11,ENREGISTREE
527,2747,AUTORISATION_TRAVAUX,70 Rue Paradis,13010,11e,2023-06-29,2023-09-20,INSTRUCTION
528,2331,DECLARATION_PREALABLE,137 Rue d'Aubagne,13015,5e,2023-05-10,2023-09-04,ACCEPTEE
529,1061,PERMIS_CONSTRUIRE,216 Rue d'Aubagne,13013,13e,2023-11-04,2024-01-12,INSTRUCTION
530,2085,DECLARATION_PREALABLE,75 Rue de la République,13007,5e,2023-11-28,2024-01-16,INSTRUCTION
531,1730,AUTORISATION_TRAVAUX,28 Rue Paradis,13005,6e,2024-06-08,2024-07-01,INSTRUCTION
532,583,DECLARATION_PREALABLE,88 Boulevard Baille,13013,11e,2025-02-22,2025-05-10,ACCEPTEE
533,130,AUTORISATION_TRAVAUX,143 Rue d'Aubagne,13014,10e,2025-09-25,2025-12-21,ACCEPTEE
534,1733,DECLARATION_PREALABLE,153 Boulevard National,13007,2e,2023-04-10,2023-07-30,ACCEPTEE
535,2296,AUTORISATION_TRAVAUX,144 Rue d'Aubagne,13004,7e,2023-08-24,2023-09-15,ACCEPTEE
536,1142,AUTORISATION_TRAVAUX,178 Boulevard Baille,13007,8e,2025-05-27,2025-07-16,ENREGISTREE
537,2096,PERMIS_CONSTRUIRE,249 Boulevard National,13008,9e,2023-08-29,2023-09-12,ENREGISTREE
538,1614,DECLARATION_PREALABLE,44 Boulevard National,13002,15e,2024-04-06,2024-06-28,INSTRUCTION
539,299,AUTORISATION_TRAVAUX,134 Rue Paradis,13014,11e,2023-07-15,2023-10-26,REFUSEE
540,599,PERMIS_CONSTRUIRE,222 Rue de Rome,13016,2e,2025-09-12,2025-10-19,INSTRUCTION
541,1779,AUTORISATION_TRAVAUX,41 Boulevard Baille,13009,10e,2025-07-07,2025-09-24,REFUSEE
542,1498,PERMIS_CONSTRUIRE,29 Rue de Rome,13011,2e,2025-01-27,2025-03-25,ACCEPTEE
543,1499,PERMIS_CONSTRUIRE,93 Boulevard National,13007,13e,2023-12-28,2024-03-18,ENREGISTREE
544,2402,PERMIS_CONSTRUIRE,117 Boulevard National,13003,9e,2023-07-18,2023-09-06,REFUSEE
545,666,DECLARATION_PREALABLE,69 Boulevard Baille,13002,15e,2024-07-01,2024-08-08,INSTRUCTION
546,1613,DECLARATION_PREALABLE,166 Rue Saint-Ferréol,13006,7e,2023-09-03,2023-10-08,INSTRUCTION
547,2,PERMIS_CONSTRUIRE,85 Rue de la République,13009,3e,2023-10-06,2023-11-28,ENREGISTREE
548,1665,AUTORISATION_TRAVAUX,73 Rue de Rome,13006,4e,2024-09-24,2025-01-07,ACCEPTEE
549,486,PERMIS_CONSTRUIRE,152 Rue de Lodi,13006,5e,2025-04-13,2025-07-31,ENREGISTREE
550,2373,AUTORISATION_TRAVAUX,104 Boulevard Baille,13014,9e,2023-01-21,2023-04-24,INSTRUCTION
551,2107,PERMIS_CONSTRUIRE,105 Boulevard National,13011,2e,2024-04-30,2024-07-15,INSTRUCTION
552,1962,PERMIS_CONSTRUIRE,130 Rue de Lodi,13013,16e,2023-04-23,2023-08-21,INSTRUCTION
553,1825,PERMIS_CONSTRUIRE,212 Rue d'Aubagne,13010,10e,2023-04-25,2023-05-27,ENREGISTREE
554,1779,PERMIS_CONSTRUIRE,3 Rue Saint-Ferréol,13001,14e,2024-12-02,2025-02-18,ACCEPTEE
555,17,AUTORISATION_TRAVAUX,194 Rue Saint-Ferréol,13009,5e,2023-12-13,2024-02-29,ENREGISTREE
556,922,DECLARATION_PREALABLE,17 Rue de la République,13011,16e,2023-02-22,2023-05-10,ENREGISTREE
557,702,PERMIS_CONSTRUIRE,163 Rue Saint-Ferréol,13006,10e,2025-01-08,2025-03-16,REFUSEE
558,279,PERMIS_CONSTRUIRE,102 Boulevard National,13001,16e,2023-09-30,2023-10-17,ENREGISTREE
559,2300,AUTORISATION_TRAVAUX,180 Rue Paradis,13007,10e,2024-08-24,2024-12-04,INSTRUCTION
560,2458,AUTORISATION_TRAVAUX,148 Boulevard Baille,13007,7e,2024-11-10,2025-01-08,ACCEPTEE
561,965,AUTORISATION_TRAVAUX,216 Rue Saint-Ferréol,13003,2e,2024-05-10,2024-09-04,INSTRUCTION
562,1333,DECLARATION_PREALABLE,194 Rue de Lodi,13007,13e,2024-07-21,2024-09-30,ENREGISTREE
563,2823,DECLARATION_PREALABLE,74 Rue de la République,13013,3e,2023-09-16,2023-10-28,ACCEPTEE
564,470,PERMIS_CONSTRUIRE,91 Boulevard National,13004,15e,2025-09-16,2026-01-02,ACCEPTEE
565,2011,DECLARATION_PREALABLE,37 Boulevard National,13004,11e,2025-06-09,2025-09-07,REFUSEE
566,266,AUTORISATION_TRAVAUX,39 Boulevard Baille,13006,4e,2023-01-17,2023-02-24,INSTRUCTION
567,1754,DECLARATION_PREALABLE,49 Rue Paradis,13007,3e,2023-10-07,2024-01-20,INSTRUCTION
568,1239,DECLARATION_PREALABLE,196 Boulevard Baille,13016,4e,2023-08-30,2023-09-09,ENREGISTREE
569,2621,DECLARATION_PREALABLE,26 Rue d'Aubagne,13003,15e,2023-02-19,2023-05-18,ACCEPTEE
570,2618,AUTORISATION_TRAVAUX,179 Rue Paradis,13014,15e,2023-02-14,2023-05-27,REFUSEE
571,1901,DECLARATION_PREALABLE,155 Rue d'Aubagne,13013,16e,2025-01-13,2025-04-24,ACCEPTEE
572,1751,DECLARATION_PREALABLE,83 Rue Paradis,13012,5e,2025-09-29,2025-11-21,ENREGISTREE
573,793,DECLARATION_PREALABLE,55 Boulevard National,13007,6e,2024-08-29,2024-11-18,ACCEPTEE
574,1312,DECLARATION_PREALABLE,30 Avenue du Prado,13013,7e,2025-08-23,2025-09-09,INSTRUCTION
575,2353,DECLARATION_PREALABLE,65 Rue de Rome,13007,6e,2024-09-28,2024-10-27,INSTRUCTION
576,1743,DECLARATION_PREALABLE,147 Rue de la République,13006,4e,2023-05-25,2023-07-30,INSTRUCTION
577,2426,PERMIS_CONSTRUIRE,147 Rue de Lodi,13004,10e,2025-02-22,2025-04-30,REFUSEE
578,182,PERMIS_CONSTRUIRE,142 Rue de la République,13010,7e,2023-02-10,2023-05-25,REFUSEE
579,965,AUTORISATION_TRAVAUX,230 Avenue du Prado,13016,15e,2023-05-10,2023-05-22,INSTRUCTION
580,2792,PERMIS_CONSTRUIRE,66 Boulevard National,13003,3e,2025-05-22,2025-07-24,REFUSEE
581,2802,AUTORISATION_TRAVAUX,98 Rue d'Aubagne,13003,8e,2023-09-14,2023-11-14,INSTRUCTION
582,2555,PERMIS_CONSTRUIRE,178 Rue de Rome,13005,8e,2025-09-19,2025-12-21,ENREGISTREE
583,1612,PERMIS_CONSTRUIRE,57 Rue de Lodi,13006,11e,2024-03-18,2024-04-12,ENREGISTREE
584,1986,PERMIS_CONSTRUIRE,226 Boulevard Baille,13002,1e,2025-08-06,2025-09-17,ACCEPTEE
585,2812,DECLARATION_PREALABLE,109 Rue de la République,13014,3e,2023-11-28,2024-03-07,ENREGISTREE
586,1380,DECLARATION_PREALABLE,129 Rue d'Aubagne,13013,1e,2024-06-05,2024-07-24,INSTRUCTION
587,845,AUTORISATION_TRAVAUX,2 Rue Saint-Ferréol,13012,9e,2025-04-27,2025-08-10,REFUSEE
588,56,AUTORISATION_TRAVAUX,159 Rue d'Aubagne,13011,5e,2025-01-10,2025-02-12,ENREGISTREE
589,1278,PERMIS_CONSTRUIRE,191 Rue d'Aubagne,13012,4e,2023-11-13,2024-02-08,ENREGISTREE
590,176,AUTORISATION_TRAVAUX,123 Avenue du Prado,13002,16e,2023-11-25,2024-01-06,ENREGISTREE
591,2025,PERMIS_CONSTRUIRE,99 Boulevard Baille,13002,11e,2024-03-13,2024-04-30,INSTRUCTION
592,2088,PERMIS_CONSTRUIRE,14 Rue de Lodi,13013,1e,2025-09-05,2025-12-04,REFUSEE
593,412,AUTORISATION_TRAVAUX,101 Rue de Rome,13014,4e,2025-07-04,2025-10-12,REFUSEE
594,145,DECLARATION_PREALABLE,60 Avenue du Prado,13007,5e,2024-08-20,2024-11-01,REFUSEE
595,1334,AUTORISATION_TRAVAUX,21 Rue d'Aubagne,13010,11e,2024-06-13,2024-09-11,ACCEPTEE
596,2129,DECLARATION_PREALABLE,181 Boulevard Baille,13011,8e,2023-07-04,2023-07-23,ENREGISTREE
597,568,DECLARATION_PREALABLE,115 Rue de Rome,13015,9e,2025-01-07,2025-03-07,REFUSEE
598,567,AUTORISATION_TRAVAUX,53 Rue d'Aubagne,13003,4e,2024-08-10,2024-11-15,ENREGISTREE
599,376,DECLARATION_PREALABLE,31 Rue de Rome,13009,2e,2025-02-16,2025-04-08,ENREGISTREE
600,2592,AUTORISATION_TRAVAUX,122 Rue de Rome,13014,15e,2025-06-08,2025-10-05,ACCEPTEE
601,909,AUTORISATION_TRAVAUX,90 Boulevard National,13011,16e,2023-02-12,2023-04-03,INSTRUCTION
602,804,AUTORISATION_TRAVAUX,51 Rue de la République,13007,14e,2025-07-22,2025-08-04,REFUSEE
603,2213,PERMIS_CONSTRUIRE,111 Rue de Rome,13006,10e,2023-02-22,2023-04-24,INSTRUCTION
604,1226,DECLARATION_PREALABLE,171 Avenue du Prado,13014,5e,2025-07-03,2025-10-07,ENREGISTREE
605,2265,PERMIS_CONSTRUIRE,175 Avenue du Prado,13006,1e,2025-04-10,2025-04-28,ACCEPTEE
606,1447,PERMIS_CONSTRUIRE,114 Rue Paradis,13005,14e,2023-08-03,2023-09-17,ENREGISTREE
607,322,AUTORISATION_TRAVAUX,37 Rue Paradis,13014,7e,2024-05-31,2024-09-07,INSTRUCTION
608,1174,DECLARATION_PREALABLE,202 Boulevard Baille,13016,2e,2025-05-12,2025-08-25,ACCEPTEE
609,2811,AUTORISATION_TRAVAUX,63 Rue Paradis,13013,12e,2024-04-28,2024-06-08,ENREGISTREE
610,2758,AUTORISATION_TRAVAUX,229 Boulevard Baille,13013,12e,2023-07-07,2023-09-10,INSTRUCTION
611,493,PERMIS_CONSTRUIRE,154 Rue Paradis,13013,6e,2023-08-13,2023-11-28,ACCEPTEE
612,2144,DECLARATION_PREALABLE,82 Rue Saint-Ferréol,13008,1e,2024-03-28,2024-05-03,ACCEPTEE
613,2096,PERMIS_CONSTRUIRE,105 Rue de Lodi,13011,6e,2024-07-15,2024-11-05,ENREGISTREE
614,1390,DECLARATION_PREALABLE,216 Rue Paradis,13012,16e,2024-03-13,2024-06-03,ACCEPTEE
615,528,DECLARATION_PREALABLE,8 Rue d'Aubagne,13011,3e,2024-10-18,2025-01-23,REFUSEE
616,195,AUTORISATION_TRAVAUX,214 Rue de Rome,13006,8e,2023-01-25,2023-04-06,INSTRUCTION
617,1503,AUTORISATION_TRAVAUX,69 Rue Saint-Ferréol,13016,16e,2025-01-07,2025-03-09,ENREGISTREE
618,460,AUTORISATION_TRAVAUX,144 Rue Saint-Ferréol,13016,6e,2025-04-13,2025-05-02,ACCEPTEE
619,14,AUTORISATION_TRAVAUX,92 Rue de Rome,13008,12e,2023-05-01,2023-08-19,INSTRUCTION
620,2517,DECLARATION_PREALABLE,210 Avenue du Prado,13004,9e,2025-07-05,2025-09-05,REFUSEE
621,2115,DECLARATION_PREALABLE,88 Rue de Lodi,13006,16e,2025-08-16,2025-11-24,INSTRUCTION
622,338,DECLARATION_PREALABLE,70 Rue de Lodi,13007,16e,2024-09-17,2024-11-09,ENREGISTREE
623,1600,PERMIS_CONSTRUIRE,91 Rue de Lodi,13015,4e,2023-10-27,2024-02-11,INSTRUCTION
624,539,AUTORISATION_TRAVAUX,159 Rue de Rome,13004,10e,2024-12-06,2025-03-03,INSTRUCTION
625,1132,DECLARATION_PREALABLE,26 Rue Saint-Ferréol,13001,10e,2023-09-13,2023-11-15,ACCEPTEE
626,439,DECLARATION_PREALABLE,17 Rue d'Aubagne,13002,1e,2023-02-09,2023-05-08,REFUSEE
627,2847,PERMIS_CONSTRUIRE,110 Rue de Rome,13011,12e,2023-02-15,2023-06-01,ACCEPTEE
628,1263,PERMIS_CONSTRUIRE,205 Rue de la République,13004,14e,2025-10-10,2026-02-03,INSTRUCTION
629,537,PERMIS_CONSTRUIRE,239 Rue Saint-Ferréol,13014,11e,2024-08-16,2024-10-24,REFUSEE
630,2786,DECLARATION_PREALABLE,161 Rue Saint-Ferréol,13011,3e,2024-12-24,2025-02-21,REFUSEE
631,2301,DECLARATION_PREALABLE,158 Boulevard Baille,13015,1e,2025-01-29,2025-03-01,INSTRUCTION
632,1312,DECLARATION_PREALABLE,120 Rue de la République,13015,12e,2025-10-24,2025-12-14,INSTRUCTION
633,1312,DECLARATION_PREALABLE,137 Rue de la République,13013,14e,2023-12-15,2024-04-07,ACCEPTEE
634,2120,PERMIS_CONSTRUIRE,214 Avenue du Prado,13009,7e,2023-03-30,2023-07-13,REFUSEE
635,1582,AUTORISATION_TRAVAUX,58 Rue de Lodi,13003,16e,2024-07-14,2024-09-21,REFUSEE
636,2373,AUTORISATION_TRAVAUX,44 Boulevard National,13004,14e,2024-01-09,2024-03-30,REFUSEE
637,726,AUTORISATION_TRAVAUX,24 Boulevard National,13003,10e,2025-10-10,2025-11-29,REFUSEE
638,1011,DECLARATION_PREALABLE,66 Rue de Lodi,13006,15e,2024-12-22,2025-01-27,ENREGISTREE
639,133,PERMIS_CONSTRUIRE,203 Rue de la République,13004,2e,2023-01-30,2023-05-21,ENREGISTREE
640,1709,PERMIS_CONSTRUIRE,21 Rue Paradis,13003,4e,2024-02-08,2024-05-25,REFUSEE
641,1875,DECLARATION_PREALABLE,121 Avenue du Prado,13003,8e,2024-04-05,2024-04-22,ACCEPTEE
642,623,AUTORISATION_TRAVAUX,114 Rue de la République,13008,13e,2025-02-08,2025-03-19,INSTRUCTION
643,1633,DECLARATION_PREALABLE,37 Rue de la République,13012,5e,2025-01-20,2025-02-18,INSTRUCTION
644,2367,DECLARATION_PREALABLE,86 Avenue du Prado,13011,8e,2025-09-22,2025-12-06,ENREGISTREE
645,1723,AUTORISATION_TRAVAUX,24 Boulevard National,13004,13e,2025-05-15,2025-06-08,INSTRUCTION
646,2190,DECLARATION_PREALABLE,171 Boulevard National,13002,6e,2024-08-17,2024-10-18,INSTRUCTION
647,2581,AUTORISATION_TRAVAUX,156 Rue de Rome,13005,9e,2023-03-10,2023-04-08,ACCEPTEE
648,2917,PERMIS_CONSTRUIRE,79 Rue d'Aubagne,13009,14e,2024-03-01,2024-05-23,REFUSEE
649,1283,PERMIS_CONSTRUIRE,85 Rue Paradis,13015,10e,2024-11-09,2025-01-05,INSTRUCTION
650,2671,DECLARATION_PREALABLE,111 Rue de la République,13010,16e,2023-01-06,2023-04-09,ENREGISTREE
651,451,DECLARATION_PREALABLE,237 Rue Saint-Ferréol,13007,7e,2025-06-06,2025-06-28,ENREGISTREE
652,1508,PERMIS_CONSTRUIRE,87 Rue de Lodi,13016,5e,2024-06-26,2024-07-29,ACCEPTEE
653,2115,DECLARATION_PREALABLE,86 Rue Paradis,13001,1e,2023-05-28,2023-08-16,INSTRUCTION
654,1647,PERMIS_CONSTRUIRE,225 Rue d'Aubagne,13013,1e,2023-03-09,2023-05-23,ACCEPTEE
655,1506,DECLARATION_PREALABLE,196 Avenue du Prado,13014,1e,2023-05-21,2023-07-29,ACCEPTEE
656,2498,AUTORISATION_TRAVAUX,54 Rue de Rome,13006,7e,2023-11-21,2024-01-27,ENREGISTREE
657,1435,AUTORISATION_TRAVAUX,189 Boulevard National,13012,9e,2025-09-15,2025-11-26,ACCEPTEE
658,2196,DECLARATION_PREALABLE,169 Rue d'Aubagne,13002,3e,2025-09-29,2026-01-20,ENREGISTREE
659,379,PERMIS_CONSTRUIRE,149 Rue de la République,13001,10e,2024-02-16,2024-04-29,ENREGISTREE
660,1565,PERMIS_CONSTRUIRE,212 Rue d'Aubagne,13015,6e,2023-12-21,2024-01-12,REFUSEE
661,1179,DECLARATION_PREALABLE,124 Rue Paradis,13008,13e,2025-06-25,2025-07-16,ENREGISTREE
662,2780,DECLARATION_PREALABLE,151 Rue Saint-Ferréol,13004,14e,2025-06-24,2025-08-21,REFUSEE
663,2827,PERMIS_CONSTRUIRE,92 Rue d'Aubagne,13004,15e,2023-09-03,2023-12-23,INSTRUCTION
664,187,PERMIS_CONSTRUIRE,114 Rue de Rome,13008,16e,2024-11-20,2025-01-31,ACCEPTEE
665,1233,DECLARATION_PREALABLE,152 Rue Saint-Ferréol,13003,2e,2023-11-20,2024-02-01,INSTRUCTION
666,1223,AUTORISATION_TRAVAUX,109 Rue d'Aubagne,13010,11e,2023-08-24,2023-11-07,ACCEPTEE
667,360,PERMIS_CONSTRUIRE,243 Rue Saint-Ferréol,13008,14e,2023-11-27,2024-01-03,REFUSEE
668,2532,DECLARATION_PREALABLE,157 Rue Paradis,13004,4e,2025-10-02,2026-01-20,INSTRUCTION
669,1290,DECLARATION_PREALABLE,89 Rue Saint-Ferréol,13008,13e,2024-03-02,2024-05-12,ACCEPTEE
670,1025,PERMIS_CONSTRUIRE,180 Rue Paradis,13007,8e,2025-05-05,2025-05-20,INSTRUCTION
671,1577,PERMIS_CONSTRUIRE,180 Rue Paradis,13016,13e,2023-05-20,2023-06-27,ACCEPTEE
672,747,PERMIS_CONSTRUIRE,161 Rue Paradis,13003,1e,2025-10-08,2026-02-04,REFUSEE
673,3,PERMIS_CONSTRUIRE,239 Rue de la République,13008,8e,2024-09-15,2024-09-27,INSTRUCTION
674,1948,PERMIS_CONSTRUIRE,103 Avenue du Prado,13001,3e,2023-04-12,2023-07-08,REFUSEE
675,591,PERMIS_CONSTRUIRE,105 Rue de la République,13003,11e,2025-01-21,2025-04-07,REFUSEE
676,1845,DECLARATION_PREALABLE,104 Rue d'Aubagne,13010,11e,2023-08-15,2023-09-28,ACCEPTEE
677,2555,AUTORISATION_TRAVAUX,219 Boulevard Baille,13015,8e,2023-10-02,2023-12-09,REFUSEE
678,1725,AUTORISATION_TRAVAUX,180 Rue de Rome,13008,6e,2025-04-11,2025-06-30,REFUSEE
679,705,PERMIS_CONSTRUIRE,183 Rue de Lodi,13013,4e,2023-05-11,2023-07-09,ACCEPTEE
680,40,AUTORISATION_TRAVAUX,218 Rue de Rome,13006,12e,2025-07-27,2025-10-31,REFUSEE
681,2501,DECLARATION_PREALABLE,119 Rue d'Aubagne,13010,11e,2025-05-09,2025-08-13,REFUSEE
682,12,PERMIS_CONSTRUIRE,201 Rue Paradis,13012,14e,2024-02-17,2024-05-07,INSTRUCTION
683,1820,AUTORISATION_TRAVAUX,188 Boulevard National,13006,8e,2024-01-31,2024-04-25,REFUSEE
684,382,DECLARATION_PREALABLE,215 Rue de Lodi,13012,1e,2024-04-16,2024-08-14,ACCEPTEE
685,2015,AUTORISATION_TRAVAUX,22 Rue d'Aubagne,13015,5e,2025-04-24,2025-07-21,ENREGISTREE
686,1606,DECLARATION_PREALABLE,209 Rue Saint-Ferréol,13006,6e,2023-05-08,2023-08-06,REFUSEE
687,457,DECLARATION_PREALABLE,156 Rue de Rome,13002,8e,2025-10-05,2026-01-22,INSTRUCTION
688,907,AUTORISATION_TRAVAUX,216 Rue de la République,13008,7e,2023-06-07,2023-06-20,INSTRUCTION
689,1569,AUTORISATION_TRAVAUX,65 Rue Paradis,13004,16e,2025-01-24,2025-05-14,INSTRUCTION
690,2937,DECLARATION_PREALABLE,230 Boulevard Baille,13006,6e,2023-05-17,2023-09-13,ACCEPTEE
691,211,PERMIS_CONSTRUIRE,207 Boulevard Baille,13012,5e,2023-03-06,2023-04-19,INSTRUCTION
692,1170,DECLARATION_PREALABLE,70 Rue de Rome,13004,13e,2024-06-09,2024-10-05,ACCEPTEE
693,1629,PERMIS_CONSTRUIRE,114 Rue d'Aubagne,13008,1e,2024-12-28,2025-03-18,ACCEPTEE
694,24,AUTORISATION_TRAVAUX,186 Rue Saint-Ferréol,13012,13e,2025-02-15,2025-03-11,ENREGISTREE
695,516,AUTORISATION_TRAVAUX,178 Rue de Lodi,13015,6e,2024-03-25,2024-05-02,REFUSEE
696,1834,DECLARATION_PREALABLE,247 Rue Paradis,13002,13e,2023-10-02,2023-11-08,INSTRUCTION
697,1490,DECLARATION_PREALABLE,20 Rue d'Aubagne,13001,4e,2025-01-11,2025-04-16,INSTRUCTION
698,272,DECLARATION_PREALABLE,228 Rue de Lodi,13007,15e,2023-05-03,2023-06-27,ENREGISTREE
699,1923,AUTORISATION_TRAVAUX,240 Rue de la République,13001,9e,2023-05-22,2023-08-03,INSTRUCTION
700,591,PERMIS_CONSTRUIRE,159 Rue Saint-Ferréol,13007,4e,2023-01-22,2023-02-16,ENREGISTREE
701,669,DECLARATION_PREALABLE,23 Rue de Rome,13011,6e,2024-04-12,2024-07-08,ENREGISTREE
