demande_id,citoyen_id,type_demande,date_demande,date_traitement,statut,mode_retrait
1537,2229,ACTE_NAISSANCE,2025-08-30,2025-09-08,ENREGISTREE,EN_LIGNE
1538,371,LIVRET_FAMILLE,2023-03-27,2023-04-01,EN_COURS,COURRIER
1539,2940,ACTE_DECES,2025-04-05,2025-04-18,EN_COURS,EN_LIGNE
1540,2103,ACTE_NAISSANCE,2025-08-02,2025-08-18,EN_COURS,GUICHET
1541,2089,ACTE_DECES,2024-01-28,2024-02-17,ENREGISTREE,GUICHET
1542,1774,ACTE_DECES,2023-05-08,2023-05-21,ENREGISTREE,COURRIER
1543,2458,ACTE_NAISSANCE,2024-03-17,2024-03-28,ENREGISTREE,COURRIER
1544,1908,ACTE_NAISSANCE,2023-06-09,2023-06-27,TERMINEE,GUICHET
1545,1668,ACTE_DECES,2023-10-04,2023-10-24,EN_COURS,GUICHET
1546,1452,ACTE_MARIAGE,2024-02-15,2024-02-21,ENREGISTREE,GUICHET
1547,176,LIVRET_FAMILLE,2024-03-25,2024-04-05,EN_COURS,EN_LIGNE
1548,1519,LIVRET_FAMILLE,2023-06-25,2023-07-01,TERMINEE,COURRIER
1549,1170,ACTE_NAISSANCE,2025-01-22,2025-01-31,REFUSEE,EN_LIGNE
1550,2926,ACTE_DECES,2023-05-26,2023-06-05,ENREGISTREE,COURRIER
1551,671,ACTE_NAISSANCE,2024-02-26,2024-03-15,EN_COURS,COURRIER
1552,280,LIVRET_FAMILLE,2024-02-04,2024-02-19,ENREGISTREE,COURRIER
1553,1634,ACTE_DECES,2024-05-29,2024-06-14,EN_COURS,EN_LIGNE
1554,2602,ACTE_DECES,2023-09-28,2023-10-04,REFUSEE,COURRIER
1555,388,LIVRET_FAMILLE,2025-04-12,2025-04-14,REFUSEE,COURRIER
1556,44,ACTE_NAISSANCE,2024-09-16,2024-09-18,ENREGISTREE,COURRIER
1557,186,ACTE_DECES,2025-10-25,2025-11-13,ENREGISTREE,EN_LIGNE
1558,1353,LIVRET_FAMILLE,2025-08-26,2025-09-12,TERMINEE,EN_LIGNE
1559,1684,ACTE_DECES,2023-05-02,2023-05-21,REFUSEE,COURRIER
1560,2201,ACTE_DECES,2023-04-18,2023-04-23,ENREGISTREE,COURRIER
1561,1711,ACTE_MARIAGE,2024-03-22,2024-03-23,ENREGISTREE,GUICHET
1562,1633,ACTE_MARIAGE,2024-03-18,2024-03-25,EN_COURS,COURRIER
1563,1945,ACTE_MARIAGE,2025-04-03,2025-04-18,TERMINEE,GUICHET
1564,2621,ACTE_MARIAGE,2025-01-31,2025-02-15,TERMINEE,EN_LIGNE
1565,1101,ACTE_DECES,2024-02-16,2024-02-20,TERMINEE,COURRIER
1566,2038,ACTE_DECES,2023-08-08,2023-08-17,REFUSEE,EN_LIGNE
1567,99,ACTE_DECES,2025-06-04,2025-06-04,ENREGISTREE,COURRIER
1568,1130,ACTE_NAISSANCE,2024-02-13,2024-02-28,ENREGISTREE,EN_LIGNE
1569,2605,ACTE_DECES,2025-08-12,2025-08-24,EN_COURS,COURRIER
1570,1588,ACTE_MARIAGE,2023-05-19,2023-06-02,REFUSEE,GUICHET
1571,358,ACTE_DECES,2025-08-04,2025-08-11,TERMINEE,GUICHET
1572,2630,ACTE_NAISSANCE,2024-04-04,2024-04-12,EN_COURS,EN_LIGNE
1573,68,ACTE_NAISSANCE,2025-02-25,2025-03-06,TERMINEE,COURRIER
1574,2320,LIVRET_FAMILLE,2025-06-19,2025-06-24,TERMINEE,EN_LIGNE
1575,971,ACTE_DECES,2025-10-01,2025-10-03,TERMINEE,EN_LIGNE
1576,703,LIVRET_FAMILLE,2023-07-23,2023-07-28,REFUSEE,EN_LIGNE
1577,2046,ACTE_DECES,2023-10-30,2023-11-18,ENREGISTREE,GUICHET
1578,1628,ACTE_NAISSANCE,2024-07-10,2024-07-17,REFUSEE,GUICHET
1579,851,ACTE_NAISSANCE,2024-06-11,2024-06-30,REFUSEE,EN_LIGNE
1580,1761,LIVRET_FAMILLE,2025-07-24,2025-07-27,TERMINEE,GUICHET
1581,1581,ACTE_NAISSANCE,2025-04-15,2025-04-15,ENREGISTREE,EN_LIGNE
1582,372,ACTE_MARIAGE,2023-02-12,2023-02-16,TERMINEE,COURRIER
1583,284,ACTE_NAISSANCE,2023-03-16,2023-04-04,EN_COURS,EN_LIGNE
1584,2630,ACTE_DECES,2024-03-19,2024-03-28,EN_COURS,GUICHET
1585,1388,ACTE_DECES,2025-07-05,2025-07-10,ENREGISTREE,EN_LIGNE
1586,1665,ACTE_MARIAGE,2024-04-24,2024-05-04,TERMINEE,GUICHET
1587,1893,LIVRET_FAMILLE,2023-05-10,2023-05-23,TERMINEE,GUICHET
1588,1100,ACTE_DECES,2024-11-21,2024-12-07,EN_COURS,GUICHET
1589,195,ACTE_MARIAGE,2024-02-21,2024-03-04,REFUSEE,EN_LIGNE
1590,172,ACTE_MARIAGE,2023-12-05,2023-12-11,TERMINEE,GUICHET
1591,2207,LIVRET_FAMILLE,2025-08-22,2025-08-26,REFUSEE,COURRIER
1592,1388,LIVRET_FAMILLE,2024-01-23,2024-02-01,REFUSEE,EN_LIGNE
1593,2707,LIVRET_FAMILLE,2024-05-17,2024-06-02,TERMINEE,EN_LIGNE
1594,149,ACTE_DECES,2024-10-08,2024-10-23,EN_COURS,EN_LIGNE
1595,1526,ACTE_MARIAGE,2024-05-05,2024-05-11,TERMINEE,COURRIER
1596,1006,LIVRET_FAMILLE,2023-04-03,2023-04-09,REFUSEE,GUICHET
1597,325,ACTE_DECES,2023-04-08,2023-04-10,EN_COURS,EN_LIGNE
1598,2165,ACTE_NAISSANCE,2025-02-23,2025-03-14,ENREGISTREE,COURRIER
1599,749,ACTE_NAISSANCE,2025-10-06,2025-10-12,EN_COURS,EN_LIGNE
1600,215,ACTE_DECES,2023-04-10,2023-04-25,TERMINEE,EN_LIGNE
1601,362,LIVRET_FAMILLE,2023-08-16,2023-08-23,REFUSEE,GUICHET
1602,669,ACTE_MARIAGE,2024-02-02,2024-02-12,REFUSEE,GUICHET
1603,1837,ACTE_DECES,2024-08-23,2024-09-09,EN_COURS,GUICHET
1604,2672,LIVRET_FAMILLE,2024-07-03,2024-07-10,REFUSEE,GUICHET
1605,747,ACTE_NAISSANCE,2024-06-17,2024-07-05,EN_COURS,GUICHET
1606,1351,ACTE_MARIAGE,2023-02-02,2023-02-21,TERMINEE,COURRIER
1607,2368,ACTE_DECES,2025-03-10,2025-03-25,REFUSEE,EN_LIGNE
1608,464,ACTE_MARIAGE,2024-12-18,2024-12-25,TERMINEE,GUICHET
1609,867,ACTE_MARIAGE,2025-05-18,2025-05-29,ENREGISTREE,EN_LIGNE
1610,2923,ACTE_MARIAGE,2023-12-17,2024-01-05,REFUSEE,GUICHET
1611,1860,ACTE_MARIAGE,2023-07-23,2023-07-28,TERMINEE,EN_LIGNE
1612,1761,ACTE_DECES,2025-07-04,2025-07-21,TERMINEE,COURRIER
1613,1224,LIVRET_FAMILLE,2024-11-04,2024-11-15,ENREGISTREE,EN_LIGNE
1614,201,LIVRET_FAMILLE,2023-05-11,2023-05-21,REFUSEE,COURRIER
1615,1702,ACTE_DECES,2023-10-26,2023-11-03,REFUSEE,EN_LIGNE
1616,327,ACTE_DECES,2025-03-21,2025-03-30,EN_COURS,EN_LIGNE
1617,492,ACTE_NAISSANCE,2024-12-24,2024-12-24,REFUSEE,GUICHET
1618,1707,LIVRET_FAMILLE,2025-06-18,2025-07-04,EN_COURS,COURRIER
1619,1583,ACTE_DECES,2024-12-30,2025-01-18,EN_COURS,COURRIER
1620,433,ACTE_MARIAGE,2024-05-19,2024-05-30,EN_COURS,COURRIER
1621,37,ACTE_NAISSANCE,2024-11-20,2024-12-03,REFUSEE,EN_LIGNE
1622,1451,ACTE_MARIAGE,2024-03-03,2024-03-10,ENREGISTREE,EN_LIGNE
1623,1128,LIVRET_FAMILLE,2024-11-26,2024-12-05,ENREGISTREE,GUICHET
1624,1193,ACTE_DECES,2025-03-20,2025-03-28,EN_COURS,EN_LIGNE
1625,486,ACTE_DECES,2024-02-13,2024-02-26,ENREGISTREE,COURRIER
1626,1033,ACTE_NAISSANCE,2023-05-24,2023-06-06,EN_COURS,GUICHET
1627,2349,ACTE_DECES,2024-07-24,2024-07-28,ENREGISTREE,EN_LIGNE
1628,2469,ACTE_DECES,2024-02-07,2024-02-17,TERMINEE,COURRIER
1629,1132,ACTE_NAISSANCE,2023-03-03,2023-03-12,REFUSEE,GUICHET
1630,1170,ACTE_NAISSANCE,2024-07-16,2024-07-18,TERMINEE,GUICHET
1631,1871,ACTE_DECES,2024-03-11,2024-03-29,TERMINEE,EN_LIGNE
1632,266,ACTE_DECES,2025-07-20,2025-08-02,ENREGISTREE,GUICHET
1633,1901,ACTE_NAISSANCE,2024-01-26,2024-01-31,TERMINEE,GUICHET
1634,2682,ACTE_DECES,2024-02-10,2024-02-25,EN_COURS,EN_LIGNE
1635,716,ACTE_DECES,2024-11-18,2024-11-20,TERMINEE,GUICHET
1636,704,ACTE_MARIAGE,2023-07-22,2023-08-08,REFUSEE,EN_LIGNE
1637,1382,ACTE_DECES,2025-01-19,2025-02-01,TERMINEE,COURRIER
1638,774,ACTE_MARIAGE,2025-08-11,2025-08-23,ENREGISTREE,EN_LIGNE
1639,1285,LIVRET_FAMILLE,2023-09-19,2023-09-23,EN_COURS,GUICHET
1640,548,LIVRET_FAMILLE,2025-02-11,2025-02-21,REFUSEE,GUICHET
1641,1934,ACTE_MARIAGE,2023-07-27,2023-08-16,TERMINEE,COURRIER
1642,1910,ACTE_NAISSANCE,2024-07-15,2024-08-03,REFUSEE,EN_LIGNE
1643,1314,ACTE_NAISSANCE,2023-01-16,2023-01-28,TERMINEE,COURRIER
1644,1534,ACTE_MARIAGE,2023-02-22,2023-03-04,ENREGISTREE,EN_LIGNE
1645,904,LIVRET_FAMILLE,2025-04-18,2025-05-01,REFUSEE,EN_LIGNE
1646,1114,ACTE_DECES,2025-05-02,2025-05-04,ENREGISTREE,COURRIER
1647,1503,ACTE_MARIAGE,2025-09-16,2025-09-16,REFUSEE,EN_LIGNE
1648,2291,ACTE_MARIAGE,2023-06-27,2023-07-01,ENREGISTREE,COURRIER
1649,1168,ACTE_DECES,2023-03-04,2023-03-16,EN_COURS,GUICHET
1650,2178,LIVRET_FAMILLE,2024-07-08,2024-07-26,ENREGISTREE,GUICHET
1651,2404,ACTE_DECES,2023-07-21,2023-08-04,REFUSEE,GUICHET
1652,1008,ACTE_DECES,2023-04-16,2023-04-18,REFUSEE,COURRIER
1653,696,ACTE_NAISSANCE,2025-04-29,2025-05-07,EN_COURS,COURRIER
1654,913,ACTE_DECES,2025-05-17,2025-05-25,ENREGISTREE,GUICHET
1655,667,ACTE_NAISSANCE,2024-03-05,2024-03-18,REFUSEE,EN_LIGNE
1656,1279,ACTE_NAISSANCE,2025-06-20,2025-06-28,TERMINEE,EN_LIGNE
1657,1443,ACTE_NAISSANCE,2025-08-10,2025-08-17,TERMINEE,GUICHET
1658,1612,ACTE_DECES,2025-01-09,2025-01-21,ENREGISTREE,GUICHET
1659,655,ACTE_DECES,2025-10-27,2025-11-03,EN_COURS,EN_LIGNE
1660,951,ACTE_NAISSANCE,2024-05-29,2024-06-16,ENREGISTREE,EN_LIGNE
1661,2140,ACTE_DECES,2023-08-19,2023-08-25,REFUSEE,GUICHET
1662,899,LIVRET_FAMILLE,2025-02-28,2025-02-28,REFUSEE,EN_LIGNE
1663,2,LIVRET_FAMILLE,2023-03-09,2023-03-27,ENREGISTREE,COURRIER
1664,854,ACTE_MARIAGE,2025-02-20,2025-02-23,EN_COURS,EN_LIGNE
1665,1362,ACTE_NAISSANCE,2025-08-16,2025-08-29,EN_COURS,EN_LIGNE
1666,1666,LIVRET_FAMILLE,2023-09-04,2023-09-22,ENREGISTREE,EN_LIGNE
1667,2276,ACTE_DECES,2023-04-25,2023-05-05,TERMINEE,COURRIER
1668,1132,ACTE_NAISSANCE,2023-09-03,2023-09-19,EN_COURS,GUICHET
1669,788,ACTE_NAISSANCE,2025-01-23,2025-01-27,ENREGISTREE,COURRIER
1670,1464,LIVRET_FAMILLE,2023-04-15,2023-04-25,REFUSEE,COURRIER
1671,741,ACTE_DECES,2024-06-30,2024-07-04,ENREGISTREE,EN_LIGNE
1672,2162,ACTE_NAISSANCE,2024-08-27,2024-08-30,TERMINEE,GUICHET
1673,2200,ACTE_NAISSANCE,2025-01-19,2025-01-20,TERMINEE,COURRIER
1674,1768,ACTE_DECES,2023-02-01,2023-02-05,EN_COURS,GUICHET
1675,1046,ACTE_NAISSANCE,2023-02-15,2023-02-22,REFUSEE,COURRIER
1676,219,ACTE_MARIAGE,2024-01-08,2024-01-22,TERMINEE,GUICHET
1677,1284,ACTE_DECES,2024-06-02,2024-06-03,REFUSEE,COURRIER
1678,2684,ACTE_DECES,2024-08-28,2024-09-13,ENREGISTREE,COURRIER
1679,976,ACTE_DECES,2023-02-21,2023-02-21,EN_COURS,GUICHET
1680,2650,LIVRET_FAMILLE,2023-10-04,2023-10-17,ENREGISTREE,COURRIER
1681,2061,ACTE_NAISSANCE,2024-04-26,2024-04-29,TERMINEE,GUICHET
1682,2538,ACTE_NAISSANCE,2025-10-08,2025-10-22,EN_COURS,GUICHET
1683,2259,ACTE_NAISSANCE,2024-08-29,2024-09-07,TERMINEE,COURRIER
1684,299,ACTE_NAISSANCE,2025-03-25,2025-04-12,REFUSEE,GUICHET
1685,2562,ACTE_DECES,2025-08-18,2025-09-06,REFUSEE,EN_LIGNE
1686,1243,LIVRET_FAMILLE,2024-10-22,2024-11-02,ENREGISTREE,COURRIER
1687,87,ACTE_NAISSANCE,2025-09-28,2025-10-09,ENREGISTREE,COURRIER
1688,1354,ACTE_MARIAGE,2024-07-20,2024-07-29,EN_COURS,EN_LIGNE
1689,2795,ACTE_NAISSANCE,2024-09-17,2024-10-05,REFUSEE,EN_LIGNE
1690,926,ACTE_NAISSANCE,2023-01-07,2023-01-07,REFUSEE,COURRIER
1691,1847,ACTE_NAISSANCE,2023-09-16,2023-09-16,EN_COURS,EN_LIGNE
1692,2987,ACTE_NAISSANCE,2023-08-23,2023-08-30,EN_COURS,GUICHET
1693,2135,ACTE_NAISSANCE,2023-08-23,2023-09-10,ENREGISTREE,GUICHET
1694,2096,ACTE_MARIAGE,2025-08-06,2025-08-12,TERMINEE,GUICHET
1695,2862,LIVRET_FAMILLE,2023-05-25,2023-06-03,TERMINEE,GUICHET
1696,1668,ACTE_MARIAGE,2023-06-13,2023-06-26,ENREGISTREE,EN_LIGNE
1697,2220,ACTE_DECES,2023-02-23,2023-03-12,REFUSEE,GUICHET
1698,853,ACTE_DECES,2025-02-14,2025-02-18,EN_COURS,EN_LIGNE
1699,1293,ACTE_DECES,2025-03-04,2025-03-23,TERMINEE,COURRIER
1700,2213,ACTE_MARIAGE,2025-06-22,2025-07-11,EN_COURS,EN_LIGNE
1701,2324,ACTE_DECES,2025-08-27,2025-08-28,TERMINEE,GUICHET
1702,2386,ACTE_MARIAGE,2025-07-26,2025-07-26,EN_COURS,EN_LIGNE
1703,2222,ACTE_DECES,2025-01-22,2025-02-09,ENREGISTREE,COURRIER
1704,521,ACTE_DECES,2025-03-18,2025-03-27,ENREGISTREE,COURRIER
1705,524,ACTE_DECES,2023-01-16,2023-02-01,TERMINEE,EN_LIGNE
1706,1473,ACTE_NAISSANCE,2023-08-23,2023-09-03,TERMINEE,EN_LIGNE
1707,1616,LIVRET_FAMILLE,2023-10-01,2023-10-16,TERMINEE,COURRIER
1708,2169,ACTE_DECES,2025-03-07,2025-03-23,REFUSEE,EN_LIGNE
1709,882,ACTE_MARIAGE,2023-08-08,2023-08-13,EN_COURS,EN_LIGNE
1710,559,LIVRET_FAMILLE,2024-12-25,2025-01-09,EN_COURS,GUICHET
1711,1050,ACTE_DECES,2024-01-24,2024-01-25,REFUSEE,GUICHET
1712,1155,ACTE_DECES,2024-01-06,2024-01-15,TERMINEE,COURRIER
1713,1259,LIVRET_FAMILLE,2024-06-14,2024-06-27,TERMINEE,GUICHET
1714,2662,ACTE_NAISSANCE,2024-12-08,2024-12-23,TERMINEE,EN_LIGNE
1715,1328,ACTE_MARIAGE,2023-10-23,2023-11-04,EN_COURS,GUICHET
1716,708,LIVRET_FAMILLE,2023-07-09,2023-07-28,TERMINEE,GUICHET
1717,1050,ACTE_MARIAGE,2024-06-11,2024-06-28,REFUSEE,EN_LIGNE
1718,1707,ACTE_MARIAGE,2024-11-09,2024-11-25,TERMINEE,GUICHET
1719,262,ACTE_NAISSANCE,2024-02-11,2024-02-19,TERMINEE,COURRIER
1720,2908,ACTE_MARIAGE,2023-01-12,2023-01-31,ENREGISTREE,COURRIER
1721,100,ACTE_MARIAGE,2025-09-04,2025-09-04,TERMINEE,GUICHET
1722,642,ACTE_DECES,2023-03-02,2023-03-17,TERMINEE,EN_LIGNE
1723,581,ACTE_NAISSANCE,2024-06-18,2024-07-03,TERMINEE,COURRIER
1724,258,ACTE_NAISSANCE,2025-05-15,2025-05-23,REFUSEE,GUICHET
1725,1759,ACTE_MARIAGE,2025-06-17,2025-06-18,REFUSEE,GUICHET
1726,68,LIVRET_FAMILLE,2024-08-22,2024-08-23,EN_COURS,COURRIER
1727,752,ACTE_DECES,2025-01-25,2025-02-14,EN_COURS,EN_LIGNE
1728,1127,ACTE_NAISSANCE,2025-02-09,2025-02-27,REFUSEE,EN_LIGNE
1729,2260,ACTE_DECES,2025-09-10,2025-09-18,ENREGISTREE,COURRIER
1730,2286,ACTE_NAISSANCE,2025-09-17,2025-10-03,ENREGISTREE,COURRIER
1731,80,ACTE_NAISSANCE,2023-01-09,2023-01-19,REFUSEE,EN_LIGNE
1732,349,ACTE_DECES,2024-06-02,2024-06-07,EN_COURS,GUICHET
1733,482,ACTE_NAISSANCE,2025-05-21,2025-06-05,TERMINEE,GUICHET
1734,1914,ACTE_MARIAGE,2023-05-25,2023-06-14,EN_COURS,GUICHET
1735,2937,ACTE_NAISSANCE,2023-07-31,2023-08-01,EN_COURS,GUICHET
1736,551,ACTE_MARIAGE,2024-11-12,2024-11-30,REFUSEE,COURRIER
1737,634,LIVRET_FAMILLE,2025-09-17,2025-10-02,REFUSEE,GUICHET
1738,235,ACTE_MARIAGE,2024-07-02,2024-07-08,ENREGISTREE,COURRIER
1739,153,LIVRET_FAMILLE,2023-06-06,2023-06-16,EN_COURS,EN_LIGNE
1740,864,LIVRET_FAMILLE,2025-08-13,2025-08-18,EN_COURS,COURRIER
1741,1427,LIVRET_FAMILLE,2025-01-01,2025-01-03,TERMINEE,COURRIER
1742,2316,ACTE_MARIAGE,2025-10-11,2025-10-21,TERMINEE,COURRIER
1743,9,LIVRET_FAMILLE,2025-09-19,2025-10-05,TERMINEE,EN_LIGNE
1744,2175,ACTE_MARIAGE,2024-07-16,2024-07-20,TERMINEE,EN_LIGNE
1745,2181,ACTE_NAISSANCE,2024-08-21,2024-09-08,ENREGISTREE,COURRIER
1746,459,LIVRET_FAMILLE,2025-10-29,2025-10-29,EN_COURS,EN_LIGNE
1747,479,ACTE_MARIAGE,2024-11-03,2024-11-14,TERMINEE,COURRIER
1748,1474,ACTE_NAISSANCE,2024-07-11,2024-07-18,TERMINEE,GUICHET
1749,551,LIVRET_FAMILLE,2023-09-14,2023-09-22,REFUSEE,COURRIER
1750,2947,ACTE_DECES,2023-03-09,2023-03-10,TERMINEE,EN_LIGNE
1751,1241,LIVRET_FAMILLE,2025-01-17,2025-01-26,EN_COURS,COURRIER
1752,221,LIVRET_FAMILLE,2025-03-16,2025-03-28,ENREGISTREE,GUICHET
1753,1389,ACTE_MARIAGE,2024-04-18,2024-05-06,EN_COURS,COURRIER
1754,2181,ACTE_MARIAGE,2023-12-03,2023-12-14,ENREGISTREE,COURRIER
1755,1445,ACTE_NAISSANCE,2023-11-05,2023-11-24,TERMINEE,GUICHET
1756,2250,ACTE_MARIAGE,2023-03-05,2023-03-12,REFUSEE,EN_LIGNE
1757,2540,ACTE_DECES,2023-02-06,2023-02-22,REFUSEE,GUICHET
1758,2068,ACTE_NAISSANCE,2025-03-05,2025-03-21,REFUSEE,GUICHET
1759,2719,LIVRET_FAMILLE,2025-06-07,2025-06-25,EN_COURS,GUICHET
1760,658,ACTE_MARIAGE,2025-01-16,2025-01-19,EN_COURS,COURRIER
1761,2652,ACTE_MARIAGE,2023-11-25,2023-11-25,ENREGISTREE,COURRIER
1762,2338,ACTE_MARIAGE,2024-04-06,2024-04-20,EN_COURS,GUICHET
1763,2691,ACTE_MARIAGE,2024-04-20,2024-05-01,ENREGISTREE,COURRIER
1764,2495,ACTE_MARIAGE,2023-11-19,2023-11-22,REFUSEE,EN_LIGNE
1765,1932,ACTE_NAISSANCE,2024-04-05,2024-04-05,TERMINEE,COURRIER
1766,2956,LIVRET_FAMILLE,2023-08-30,2023-08-31,EN_COURS,COURRIER
1767,1287,ACTE_MARIAGE,2024-02-01,2024-02-16,TERMINEE,COURRIER
1768,315,ACTE_MARIAGE,2024-07-18,2024-08-06,TERMINEE,COURRIER
1769,906,ACTE_NAISSANCE,2025-01-17,2025-01-21,ENREGISTREE,GUICHET
1770,1779,ACTE_DECES,2024-06-03,2024-06-13,ENREGISTREE,EN_LIGNE
1771,1910,ACTE_DECES,2024-01-18,2024-02-02,REFUSEE,EN_LIGNE
1772,2973,ACTE_MARIAGE,2023-02-26,2023-03-09,REFUSEE,GUICHET
1773,702,ACTE_DECES,2025-10-13,2025-10-29,EN_COURS,GUICHET
1774,1163,ACTE_MARIAGE,2025-03-24,2025-04-10,ENREGISTREE,COURRIER
1775,1774,ACTE_MARIAGE,2023-01-17,2023-02-01,EN_COURS,COURRIER
1776,2290,ACTE_MARIAGE,2025-03-19,2025-03-26,TERMINEE,COURRIER
1777,2223,ACTE_MARIAGE,2023-08-25,2023-08-28,ENREGISTREE,EN_LIGNE
1778,2304,LIVRET_FAMILLE,2024-08-09,2024-08-28,TERMINEE,EN_LIGNE
1779,955,ACTE_MARIAGE,2023-06-11,2023-06-25,TERMINEE,EN_LIGNE
1780,934,ACTE_DECES,2024-06-04,2024-06-13,ENREGISTREE,COURRIER
1781,2505,LIVRET_FAMILLE,2025-01-30,2025-02-14,REFUSEE,EN_LIGNE
1782,2829,LIVRET_FAMILLE,2025-09-12,2025-09-24,ENREGISTREE,EN_LIGNE
1783,1831,ACTE_NAISSANCE,2024-02-23,2024-03-02,EN_COURS,GUICHET
1784,1738,ACTE_MARIAGE,2024-03-08,2024-03-22,REFUSEE,COURRIER
1785,2008,LIVRET_FAMILLE,2023-09-24,2023-09-25,REFUSEE,GUICHET
1786,2379,ACTE_DECES,2023-08-08,2023-08-13,ENREGISTREE,COURRIER
1787,460,ACTE_DECES,2023-09-11,2023-09-25,EN_COURS,COURRIER
1788,1279,ACTE_MARIAGE,2023-03-05,2023-03-24,REFUSEE,COURRIER
1789,1582,ACTE_NAISSANCE,2025-01-13,2025-01-24,ENREGISTREE,COURRIER
1790,1361,ACTE_NAISSANCE,2024-02-21,2024-03-04,ENREGISTREE,GUICHET
1791,2743,ACTE_NAISSANCE,2023-02-08,2023-02-11,EN_COURS,COURRIER
1792,2687,ACTE_MARIAGE,2024-05-12,2024-05-29,ENREGISTREE,COURRIER
1793,1657,ACTE_DECES,2024-12-19,2024-12-28,EN_COURS,GUICHET
1794,1305,ACTE_NAISSANCE,2025-07-16,2025-07-23,REFUSEE,COURRIER
1795,597,ACTE_DECES,2023-12-08,2023-12-28,EN_COURS,GUICHET
1796,415,LIVRET_FAMILLE,2025-06-16,2025-06-23,REFUSEE,GUICHET
1797,179,ACTE_DECES,2024-02-03,2024-02-21,TERMINEE,GUICHET
1798,1298,ACTE_MARIAGE,2024-08-26,2024-09-15,ENREGISTREE,EN_LIGNE
1799,1324,ACTE_DECES,2023-05-19,2023-05-24,EN_COURS,GUICHET
1800,375,ACTE_DECES,2024-05-10,2024-05-24,TERMINEE,COURRIER
1801,2489,ACTE_DECES,2024-11-21,2024-12-02,EN_COURS,EN_LIGNE
1802,2561,ACTE_NAISSANCE,2024-10-21,2024-10-24,TERMINEE,GUICHET
1803,1934,ACTE_MARIAGE,2025-02-20,2025-02-26,ENREGISTREE,EN_LIGNE
1804,972,ACTE_MARIAGE,2025-04-03,2025-04-13,EN_COURS,EN_LIGNE
1805,6,ACTE_MARIAGE,2024-10-14,2024-10-26,ENREGISTREE,COURRIER
1806,2109,ACTE_NAISSANCE,2025-01-05,2025-01-14,EN_COURS,EN_LIGNE
1807,2893,ACTE_NAISSANCE,2024-02-26,2024-03-02,TERMINEE,EN_LIGNE
1808,1371,LIVRET_FAMILLE,2023-03-05,2023-03-08,ENREGISTREE,COURRIER
1809,1198,ACTE_DECES,2024-09-19,2024-10-06,EN_COURS,GUICHET
1810,1126,ACTE_MARIAGE,2025-08-03,2025-08-19,EN_COURS,EN_LIGNE
1811,1652,ACTE_MARIAGE,2024-03-19,2024-04-06,REFUSEE,EN_LIGNE
1812,399,ACTE_NAISSANCE,2025-10-30,2025-11-05,TERMINEE,EN_LIGNE
1813,301,ACTE_MARIAGE,2024-06-23,2024-06-23,TERMINEE,EN_LIGNE
1814,788,ACTE_NAISSANCE,2023-10-25,2023-10-26,EN_COURS,EN_LIGNE
1815,300,ACTE_DECES,2023-04-24,2023-05-12,ENREGISTREE,EN_LIGNE
1816,1156,ACTE_MARIAGE,2023-07-09,2023-07-11,REFUSEE,COURRIER
1817,95,ACTE_NAISSANCE,2023-07-06,2023-07-15,ENREGISTREE,COURRIER
1818,625,ACTE_DECES,2023-05-05,2023-05-13,EN_COURS,COURRIER
1819,1272,LIVRET_FAMILLE,2024-02-03,2024-02-08,ENREGISTREE,EN_LIGNE
1820,255,ACTE_MARIAGE,2025-06-08,2025-06-14,REFUSEE,COURRIER
1821,123,LIVRET_FAMILLE,2024-01-25,2024-02-12,TERMINEE,COURRIER
1822,2198,ACTE_NAISSANCE,2023-01-19,2023-01-26,REFUSEE,COURRIER
1823,350,ACTE_DECES,2023-03-23,2023-04-01,REFUSEE,GUICHET
1824,1558,LIVRET_FAMILLE,2023-07-13,2023-08-01,REFUSEE,COURRIER
1825,326,ACTE_NAISSANCE,2025-09-10,2025-09-30,TERMINEE,GUICHET
1826,928,ACTE_DECES,2023-03-07,2023-03-14,REFUSEE,COURRIER
1827,2772,ACTE_DECES,2023-03-14,2023-03-17,TERMINEE,EN_LIGNE
1828,2916,ACTE_DECES,2024-07-10,2024-07-11,ENREGISTREE,EN_LIGNE
1829,412,ACTE_NAISSANCE,2025-10-31,2025-11-12,TERMINEE,COURRIER
1830,838,ACTE_MARIAGE,2023-02-18,2023-03-05,EN_COURS,GUICHET
1831,372,ACTE_DECES,2025-06-02,2025-06-10,EN_COURS,EN_LIGNE
1832,998,ACTE_NAISSANCE,2024-08-04,2024-08-16,TERMINEE,GUICHET
1833,929,ACTE_MARIAGE,2024-08-19,2024-09-01,EN_COURS,EN_LIGNE
1834,116,ACTE_NAISSANCE,2024-08-29,2024-09-08,ENREGISTREE,EN_LIGNE
1835,661,ACTE_DECES,2023-11-12,2023-11-20,EN_COURS,COURRIER
1836,623,ACTE_DECES,2024-07-11,2024-07-14,EN_COURS,EN_LIGNE
1837,156,ACTE_MARIAGE,2025-02-03,2025-02-21,TERMINEE,GUICHET
1838,705,ACTE_MARIAGE,2023-02-08,2023-02-20,REFUSEE,COURRIER
1839,2100,ACTE_MARIAGE,2024-10-26,2024-11-04,TERMINEE,COURRIER
1840,845,ACTE_MARIAGE,2023-07-06,2023-07-08,EN_COURS,COURRIER
1841,1855,LIVRET_FAMILLE,2024-03-06,2024-03-10,ENREGISTREE,GUICHET
