rdv_id,citoyen_id,service_id,type_rdv,date_demande,date_rdv,statut,canal,commentaire
2757,1624,8,Passeport,2023-01-10,2023-01-15,EN_ATTENTE,GUICHET,
2758,1525,2,Mariage,2023-09-19,2023-10-01,EN_ATTENTE,TELEPHONE,
2759,1017,10,Etat civil,2024-12-04,2024-12-16,HONORE,GUICHET,
2760,2079,11,Mariage,2023-02-11,2023-02-26,HONORE,EN_LIGNE,
2761,1268,2,Naissance,2023-01-17,2023-01-31,HONORE,TELEPHONE,
2762,101,10,Mariage,2024-05-02,2024-05-16,EN_ATTENTE,TELEPHONE,
2763,384,5,Passeport,2025-09-21,2025-09-23,HONORE,EN_LIGNE,
2764,793,16,Mariage,2023-10-04,2023-10-11,CONFIRME,GUICHET,
2765,510,5,Rendez-vous social,2024-05-08,2024-05-29,EN_ATTENTE,GUICHET,
2766,330,16,Carte d'identité,2023-04-03,2023-04-28,ANNULE,TELEPHONE,
2767,916,5,Passeport,2023-12-03,2023-12-31,HONORE,EN_LIGNE,
2768,685,8,Naissance,2025-09-23,2025-09-24,CONFIRME,TELEPHONE,
2769,1545,16,Urbanisme,2024-07-25,2024-08-22,CONFIRME,TELEPHONE,
2770,1972,6,Rendez-vous social,2023-10-11,2023-11-08,ANNULE,TELEPHONE,
2771,1962,5,Mariage,2024-05-21,2024-05-28,CONFIRME,TELEPHONE,
2772,967,6,Naissance,2025-02-14,2025-03-10,CONFIRME,EN_LIGNE,
2773,558,5,Naissance,2025-07-01,2025-07-13,EN_ATTENTE,TELEPHONE,
2774,2665,12,Mariage,2024-03-14,2024-04-04,HONORE,GUICHET,
2775,294,15,Urbanisme,2023-02-21,2023-03-19,EN_ATTENTE,GUICHET,
2776,2112,3,Naissance,2023-10-21,2023-11-13,CONFIRME,TELEPHONE,
2777,449,6,Mariage,2025-06-14,2025-06-25,ANNULE,TELEPHONE,
2778,660,5,Mariage,2024-04-11,2024-04-11,CONFIRME,GUICHET,
2779,2008,9,Mariage,2023-03-15,2023-04-10,CONFIRME,GUICHET,
2780,945,14,Passeport,2025-06-17,2025-06-28,EN_ATTENTE,TELEPHONE,
2781,1432,11,Carte d'identité,2024-09-30,2024-10-08,HONORE,EN_LIGNE,
2782,2460,15,Urbanisme,2025-09-28,2025-10-11,CONFIRME,EN_LIGNE,
2783,947,7,Rendez-vous social,2024-06-03,2024-06-09,CONFIRME,TELEPHONE,
2784,2759,12,Carte d'identité,2025-07-05,2025-07-25,CONFIRME,TELEPHONE,
2785,2218,11,Etat civil,2024-04-19,2024-04-25,EN_ATTENTE,EN_LIGNE,
2786,1595,11,Urbanisme,2023-08-22,2023-09-18,ANNULE,TELEPHONE,
2787,1419,13,Naissance,2025-02-13,2025-03-14,HONORE,TELEPHONE,
2788,144,12,Passeport,2023-08-08,2023-08-10,HONORE,GUICHET,
2789,2645,3,Naissance,2024-04-01,2024-04-26,CONFIRME,EN_LIGNE,
2790,1500,13,Urbanisme,2025-01-31,2025-01-31,EN_ATTENTE,EN_LIGNE,
2791,1374,10,Etat civil,2023-04-23,2023-05-16,HONORE,EN_LIGNE,
2792,320,8,Passeport,2024-01-30,2024-01-30,CONFIRME,EN_LIGNE,
2793,132,3,Passeport,2024-04-12,2024-04-17,CONFIRME,GUICHET,
2794,1762,2,Rendez-vous social,2025-03-23,2025-04-04,ANNULE,TELEPHONE,
2795,944,1,Rendez-vous social,2025-09-11,2025-09-30,ANNULE,TELEPHONE,
2796,2228,14,Rendez-vous social,2024-04-12,2024-05-05,ANNULE,TELEPHONE,
2797,1759,4,Mariage,2023-12-13,2023-12-31,HONORE,GUICHET,
2798,332,3,Etat civil,2023-09-21,2023-10-20,HONORE,GUICHET,
2799,2662,7,Mariage,2024-01-25,2024-01-25,CONFIRME,EN_LIGNE,
2800,1816,12,Urbanisme,2023-09-21,2023-10-14,ANNULE,GUICHET,
2801,1188,13,Urbanisme,2023-09-15,2023-10-07,EN_ATTENTE,EN_LIGNE,
2802,2973,1,Rendez-vous social,2025-03-22,2025-04-15,CONFIRME,EN_LIGNE,
2803,704,8,Mariage,2025-03-13,2025-03-15,EN_ATTENTE,GUICHET,
2804,2286,13,Passeport,2024-09-25,2024-09-27,HONORE,EN_LIGNE,
2805,1579,10,Rendez-vous social,2024-05-31,2024-06-25,HONORE,GUICHET,
2806,604,7,Mariage,2025-04-30,2025-05-29,ANNULE,GUICHET,
2807,620,14,Mariage,2023-02-08,2023-02-24,EN_ATTENTE,EN_LIGNE,
2808,1155,15,Etat civil,2024-02-12,2024-02-17,ANNULE,EN_LIGNE,
2809,53,10,Rendez-vous social,2024-01-24,2024-01-26,CONFIRME,GUICHET,
2810,1096,15,Urbanisme,2023-08-30,2023-09-29,HONORE,EN_LIGNE,
2811,2303,8,Etat civil,2023-11-26,2023-12-18,EN_ATTENTE,TELEPHONE,
2812,1116,6,Mariage,2023-10-24,2023-11-16,ANNULE,EN_LIGNE,
2813,1767,2,Rendez-vous social,2023-06-24,2023-07-15,ANNULE,EN_LIGNE,
2814,2289,7,Naissance,2023-12-18,2023-12-22,EN_ATTENTE,EN_LIGNE,
2815,399,12,Rendez-vous social,2023-07-23,2023-08-21,ANNULE,EN_LIGNE,
2816,2456,16,Rendez-vous social,2024-09-11,2024-09-26,EN_ATTENTE,TELEPHONE,
2817,2762,5,Naissance,2023-03-10,2023-03-24,ANNULE,GUICHET,
2818,1661,14,Naissance,2024-05-08,2024-05-09,EN_ATTENTE,GUICHET,
2819,1270,11,Urbanisme,2023-06-07,2023-06-30,HONORE,EN_LIGNE,
2820,551,7,Passeport,2024-10-31,2024-11-05,ANNULE,EN_LIGNE,
2821,1059,16,Rendez-vous social,2024-01-01,2024-01-22,HONORE,EN_LIGNE,
2822,1974,13,Rendez-vous social,2023-11-09,2023-11-16,CONFIRME,TELEPHONE,
2823,1526,2,Mariage,2024-07-13,2024-08-08,HONORE,GUICHET,
2824,910,3,Passeport,2024-08-09,2024-09-06,CONFIRME,TELEPHONE,
2825,38,3,Passeport,2023-06-17,2023-07-09,ANNULE,GUICHET,
2826,2915,13,Urbanisme,2023-03-05,2023-03-11,ANNULE,EN_LIGNE,
2827,623,11,Passeport,2025-02-01,2025-02-09,CONFIRME,TELEPHONE,
2828,855,4,Passeport,2023-03-08,2023-04-03,CONFIRME,GUICHET,
2829,2518,4,Etat civil,2023-10-22,2023-11-01,ANNULE,GUICHET,
2830,2129,5,Urbanisme,2024-03-03,2024-03-24,HONORE,GUICHET,
2831,1759,5,Urbanisme,2024-07-14,2024-08-04,CONFIRME,EN_LIGNE,
2832,1195,5,Urbanisme,2025-05-05,2025-05-07,EN_ATTENTE,EN_LIGNE,
2833,1059,9,Rendez-vous social,2023-10-17,2023-11-14,EN_ATTENTE,TELEPHONE,
2834,1561,13,Rendez-vous social,2024-11-22,2024-12-06,ANNULE,EN_LIGNE,
2835,2982,13,Etat civil,2023-11-06,2023-11-09,ANNULE,TELEPHONE,
2836,976,10,Urbanisme,2023-09-13,2023-09-30,HONORE,EN_LIGNE,
2837,2528,7,Naissance,2023-02-24,2023-03-18,EN_ATTENTE,TELEPHONE,
2838,2477,14,Carte d'identité,2025-03-09,2025-04-08,EN_ATTENTE,EN_LIGNE,
2839,1608,16,Carte d'identité,2024-12-08,2024-12-28,EN_ATTENTE,TELEPHONE,
2840,1738,14,Etat civil,2023-10-29,2023-11-13,ANNULE,GUICHET,
2841,2260,11,Rendez-vous social,2025-07-23,2025-08-05,HONORE,TELEPHONE,
2842,2309,6,Passeport,2025-01-22,2025-02-12,EN_ATTENTE,EN_LIGNE,
2843,2254,6,Passeport,2025-07-20,2025-08-02,HONORE,GUICHET,
2844,2232,6,Carte d'identité,2024-08-18,2024-09-01,ANNULE,EN_LIGNE,
2845,1207,10,Rendez-vous social,2025-07-15,2025-07-20,EN_ATTENTE,EN_LIGNE,
2846,447,7,Passeport,2025-03-02,2025-03-09,HONORE,EN_LIGNE,
2847,2989,3,Urbanisme,2025-09-20,2025-10-11,HONORE,EN_LIGNE,
2848,190,10,Passeport,2025-01-20,2025-02-19,HONORE,EN_LIGNE,
2849,273,16,Naissance,2023-05-07,2023-06-01,ANNULE,EN_LIGNE,
2850,1549,16,Passeport,2024-01-31,2024-02-25,EN_ATTENTE,EN_LIGNE,
2851,2956,2,Urbanisme,2023-03-20,2023-03-26,CONFIRME,EN_LIGNE,
2852,1990,15,Mariage,2023-02-06,2023-02-26,EN_ATTENTE,EN_LIGNE,
2853,365,12,Urbanisme,2024-01-05,2024-01-21,HONORE,EN_LIGNE,
2854,2335,11,Carte d'identité,2024-11-24,2024-12-23,ANNULE,EN_LIGNE,
2855,1989,4,Mariage,2023-09-10,2023-09-22,CONFIRME,EN_LIGNE,
2856,2441,12,Carte d'identité,2024-07-18,2024-07-19,ANNULE,TELEPHONE,
2857,1844,13,Carte d'identité,2025-06-05,2025-06-25,EN_ATTENTE,GUICHET,
2858,2920,14,Carte d'identité,2023-05-09,2023-05-20,EN_ATTENTE,EN_LIGNE,
2859,1644,11,Rendez-vous social,2024-05-27,2024-06-22,CONFIRME,TELEPHONE,
2860,153,9,Urbanisme,2023-05-13,2023-05-16,HONORE,EN_LIGNE,
2861,965,15,Passeport,2025-10-06,2025-10-30,EN_ATTENTE,EN_LIGNE,
2862,2325,11,Carte d'identité,2024-12-09,2024-12-22,CONFIRME,TELEPHONE,
2863,2563,16,Passeport,2024-05-06,2024-05-22,EN_ATTENTE,EN_LIGNE,
2864,796,11,Rendez-vous social,2024-08-31,2024-09-30,CONFIRME,GUICHET,
2865,878,14,Etat civil,2025-03-15,2025-03-15,CONFIRME,TELEPHONE,
2866,1692,2,Urbanisme,2023-03-21,2023-04-05,EN_ATTENTE,TELEPHONE,
2867,1010,16,Urbanisme,2025-03-21,2025-04-16,EN_ATTENTE,EN_LIGNE,
2868,371,14,Rendez-vous social,2025-06-24,2025-06-24,ANNULE,GUICHET,
2869,2484,1,Carte d'identité,2025-02-26,2025-03-11,EN_ATTENTE,EN_LIGNE,
2870,1379,11,Mariage,2024-04-29,2024-05-17,HONORE,GUICHET,
2871,771,9,Carte d'identité,2023-05-19,2023-06-08,ANNULE,EN_LIGNE,
2872,1491,2,Urbanisme,2025-06-17,2025-07-09,CONFIRME,TELEPHONE,
2873,2687,6,Urbanisme,2024-10-26,2024-11-24,HONORE,TELEPHONE,
2874,1248,4,Mariage,2024-06-18,2024-07-08,EN_ATTENTE,GUICHET,
2875,2596,2,Passeport,2025-02-25,2025-03-04,ANNULE,EN_LIGNE,
2876,1089,1,Mariage,2023-06-30,2023-07-28,EN_ATTENTE,TELEPHONE,
2877,2318,7,Etat civil,2024-05-17,2024-05-24,ANNULE,EN_LIGNE,
2878,1194,11,Rendez-vous social,2023-12-20,2023-12-20,HONORE,GUICHET,
2879,900,7,Urbanisme,2025-03-02,2025-03-10,HONORE,TELEPHONE,
2880,2092,4,Passeport,2024-09-10,2024-09-18,ANNULE,EN_LIGNE,
2881,1345,6,Naissance,2025-10-29,2025-11-15,EN_ATTENTE,TELEPHONE,
2882,2508,4,Carte d'identité,2025-04-25,2025-05-04,EN_ATTENTE,GUICHET,
2883,1994,9,Mariage,2023-07-15,2023-08-04,EN_ATTENTE,TELEPHONE,
2884,68,4,Urbanisme,2024-12-05,2025-01-01,EN_ATTENTE,TELEPHONE,
2885,126,5,Naissance,2023-12-06,2023-12-14,ANNULE,EN_LIGNE,
2886,1279,16,Etat civil,2025-04-19,2025-04-30,ANNULE,TELEPHONE,
2887,135,1,Rendez-vous social,2023-02-08,2023-03-06,EN_ATTENTE,GUICHET,
2888,2332,15,Mariage,2025-07-01,2025-07-10,ANNULE,EN_LIGNE,
2889,2669,10,Naissance,2025-04-18,2025-04-20,ANNULE,TELEPHONE,
2890,1632,3,Urbanisme,2024-09-27,2024-10-10,CONFIRME,TELEPHONE,
2891,1689,12,Etat civil,2023-10-16,2023-10-18,ANNULE,EN_LIGNE,
2892,2056,1,Urbanisme,2025-02-21,2025-03-18,HONORE,EN_LIGNE,
2893,624,10,Passeport,2024-08-10,2024-08-28,ANNULE,GUICHET,
2894,1409,4,Urbanisme,2025-05-14,2025-05-16,HONORE,GUICHET,
2895,90,9,Carte d'identité,2025-02-09,2025-03-10,HONORE,GUICHET,
2896,2254,2,Rendez-vous social,2023-03-29,2023-04-18,CONFIRME,TELEPHONE,
2897,562,3,Passeport,2023-07-28,2023-07-31,EN_ATTENTE,EN_LIGNE,
2898,448,6,Mariage,2023-03-25,2023-04-10,HONORE,EN_LIGNE,
2899,2390,7,Passeport,2023-12-11,2023-12-31,CONFIRME,EN_LIGNE,
2900,908,10,Mariage,2024-06-06,2024-06-06,ANNULE,GUICHET,
2901,283,6,Mariage,2024-11-22,2024-11-25,CONFIRME,GUICHET,
2902,1404,6,Urbanisme,2023-12-07,2023-12-13,EN_ATTENTE,EN_LIGNE,
2903,1275,6,Rendez-vous social,2024-04-05,2024-04-07,HONORE,TELEPHONE,
2904,1979,15,Naissance,2023-01-18,2023-02-14,CONFIRME,EN_LIGNE,
2905,2912,6,Etat civil,2025-02-14,2025-02-24,CONFIRME,GUICHET,
2906,1402,10,Urbanisme,2023-12-08,2023-12-16,HONORE,GUICHET,
2907,314,5,Rendez-vous social,2024-03-04,2024-03-18,HONORE,EN_LIGNE,
2908,315,1,Passeport,2024-08-22,2024-09-19,EN_ATTENTE,TELEPHONE,
2909,2161,15,Passeport,2024-07-29,2024-08-12,CONFIRME,EN_LIGNE,
2910,26,6,Etat civil,2023-07-27,2023-08-13,ANNULE,EN_LIGNE,
2911,1714,7,Urbanisme,2023-10-30,2023-10-31,EN_ATTENTE,EN_LIGNE,
2912,1546,6,Rendez-vous social,2023-02-11,2023-03-07,ANNULE,GUICHET,
2913,142,15,Urbanisme,2023-12-18,2023-12-21,ANNULE,TELEPHONE,
2914,2564,2,Passeport,2025-10-02,2025-10-04,EN_ATTENTE,TELEPHONE,
2915,1718,12,Naissance,2023-04-25,2023-05-08,HONORE,TELEPHONE,
2916,956,9,Etat civil,2023-04-13,2023-04-26,ANNULE,EN_LIGNE,
2917,1688,3,Passeport,2023-10-04,2023-10-18,HONORE,EN_LIGNE,
2918,2766,11,Carte d'identité,2024-03-06,2024-03-28,ANNULE,EN_LIGNE,
2919,302,14,Mariage,2023-08-16,2023-09-09,CONFIRME,GUICHET,
2920,474,12,Mariage,2024-01-05,2024-02-03,CONFIRME,EN_LIGNE,
2921,103,10,Naissance,2024-07-16,2024-07-20,CONFIRME,GUICHET,
2922,1092,14,Rendez-vous social,2025-08-16,2025-09-05,EN_ATTENTE,TELEPHONE,
2923,1684,4,Etat civil,2025-02-01,2025-02-02,EN_ATTENTE,EN_LIGNE,
2924,84,6,Etat civil,2025-08-31,2025-09-14,ANNULE,TELEPHONE,
2925,1318,12,Naissance,2025-08-27,2025-09-15,HONORE,TELEPHONE,
2926,1977,6,Mariage,2023-03-29,2023-04-06,EN_ATTENTE,GUICHET,
2927,941,14,Rendez-vous social,2024-10-04,2024-10-18,ANNULE,TELEPHONE,
2928,2779,8,Naissance,2025-09-04,2025-09-29,ANNULE,EN_LIGNE,
2929,1412,1,Passeport,2024-01-27,2024-02-15,CONFIRME,EN_LIGNE,
2930,641,4,Naissance,2025-01-06,2025-01-27,EN_ATTENTE,EN_LIGNE,
2931,2482,4,Urbanisme,2024-01-08,2024-01-24,ANNULE,EN_LIGNE,
2932,893,3,Etat civil,2023-01-01,2023-01-29,HONORE,GUICHET,
2933,108,15,Passeport,2023-06-25,2023-07-23,EN_ATTENTE,EN_LIGNE,
2934,238,9,Naissance,2024-11-30,2024-12-07,ANNULE,GUICHET,
2935,1475,13,Urbanisme,2024-09-11,2024-09-18,HONORE,GUICHET,
2936,1129,13,Mariage,2023-08-21,2023-09-03,ANNULE,EN_LIGNE,
2937,788,2,Etat civil,2024-01-26,2024-02-02,ANNULE,EN_LIGNE,
2938,1907,12,Passeport,2023-03-15,2023-03-17,HONORE,EN_LIGNE,
2939,2847,1,Naissance,2025-07-21,2025-08-18,CONFIRME,EN_LIGNE,
2940,1749,6,Passeport,2023-05-11,2023-06-02,HONORE,TELEPHONE,
2941,1083,12,Carte d'identité,2025-07-06,2025-08-03,CONFIRME,EN_LIGNE,
2942,253,2,Urbanisme,2025-04-20,2025-05-20,ANNULE,TELEPHONE,
2943,749,16,Carte d'identité,2025-06-29,2025-07-07,EN_ATTENTE,EN_LIGNE,
2944,1528,12,Urbanisme,2023-07-20,2023-07-31,CONFIRME,GUICHET,
2945,2030,9,Carte d'identité,2025-07-13,2025-07-13,EN_ATTENTE,GUICHET,
2946,2952,11,Mariage,2025-04-25,2025-05-11,HONORE,GUICHET,
2947,704,15,Rendez-vous social,2023-11-24,2023-12-02,HONORE,EN_LIGNE,
2948,2170,7,Rendez-vous social,2023-11-02,2023-11-02,CONFIRME,EN_LIGNE,
2949,133,3,Urbanisme,2023-11-28,2023-12-07,CONFIRME,GUICHET,
2950,1803,4,Naissance,2024-10-02,2024-10-05,EN_ATTENTE,EN_LIGNE,
2951,2752,8,Mariage,2024-09-03,2024-09-12,CONFIRME,GUICHET,
2952,2828,2,Etat civil,2024-09-11,2024-09-14,ANNULE,TELEPHONE,
2953,2979,9,Mariage,2023-07-19,2023-07-24,CONFIRME,EN_LIGNE,
2954,1212,12,Rendez-vous social,2023-07-18,2023-07-18,ANNULE,GUICHET,
2955,2912,15,Etat civil,2023-12-29,2024-01-17,EN_ATTENTE,EN_LIGNE,
2956,1697,8,Rendez-vous social,2024-09-03,2024-09-23,ANNULE,TELEPHONE,
2957,1697,5,Mariage,2025-08-24,2025-09-16,ANNULE,TELEPHONE,
2958,2486,7,Etat civil,2025-08-03,2025-08-06,ANNULE,GUICHET,
2959,720,3,Naissance,2023-10-07,2023-10-26,EN_ATTENTE,GUICHET,
2960,228,13,Naissance,2024-06-02,2024-06-11,CONFIRME,GUICHET,
2961,2047,8,Carte d'identité,2025-01-19,2025-02-17,ANNULE,EN_LIGNE,
2962,2769,12,Mariage,2025-07-29,2025-08-01,EN_ATTENTE,EN_LIGNE,
2963,882,12,Carte d'identité,2024-01-05,2024-01-22,ANNULE,TELEPHONE,
2964,1123,11,Passeport,2024-08-18,2024-08-25,EN_ATTENTE,EN_LIGNE,
2965,672,4,Rendez-vous social,2025-02-04,2025-02-06,CONFIRME,TELEPHONE,
2966,2049,6,Urbanisme,2024-04-27,2024-05-16,EN_ATTENTE,GUICHET,
2967,1196,14,Etat civil,2024-08-22,2024-09-12,ANNULE,TELEPHONE,
2968,138,16,Urbanisme,2024-08-12,2024-09-10,EN_ATTENTE,GUICHET,
2969,446,16,Mariage,2025-09-16,2025-10-11,ANNULE,GUICHET,
2970,91,9,Mariage,2023-06-16,2023-07-15,CONFIRME,TELEPHONE,
2971,1851,4,Etat civil,2025-01-05,2025-01-20,HONORE,GUICHET,
2972,58,15,Naissance,2024-02-23,2024-02-25,CONFIRME,EN_LIGNE,
2973,146,10,Etat civil,2025-03-25,2025-04-18,CONFIRME,EN_LIGNE,
2974,795,13,Urbanisme,2023-07-15,2023-08-10,ANNULE,GUICHET,
2975,2552,3,Rendez-vous social,2023-08-02,2023-08-08,EN_ATTENTE,TELEPHONE,
2976,939,14,Passeport,2023-07-04,2023-07-26,ANNULE,TELEPHONE,
2977,450,15,Mariage,2025-06-02,2025-06-16,EN_ATTENTE,TELEPHONE,
2978,710,13,Passeport,2025-09-29,2025-10-23,HONORE,EN_LIGNE,
2979,1776,6,Passeport,2025-01-14,2025-01-29,EN_ATTENTE,EN_LIGNE,
2980,1824,7,Urbanisme,2023-08-16,2023-08-30,EN_ATTENTE,GUICHET,
2981,2976,5,Etat civil,2024-12-26,2025-01-19,ANNULE,GUICHET,
2982,78,13,Rendez-vous social,2023-11-11,2023-11-18,EN_ATTENTE,TELEPHONE,
2983,1946,7,Rendez-vous social,2024-06-01,2024-06-20,CONFIRME,GUICHET,
2984,1061,5,Passeport,2025-09-26,2025-10-09,EN_ATTENTE,TELEPHONE,
2985,2049,9,Etat civil,2024-10-25,2024-11-11,HONORE,GUICHET,
2986,463,5,Etat civil,2025-04-15,2025-04-19,ANNULE,GUICHET,
2987,1951,8,Passeport,2023-01-26,2023-02-03,HONORE,GUICHET,
2988,2774,15,Passeport,2023-07-27,2023-08-12,CONFIRME,TELEPHONE,
2989,2273,4,Naissance,2023-10-25,2023-11-13,CONFIRME,EN_LIGNE,
2990,2942,3,Mariage,2025-10-03,2025-10-09,ANNULE,GUICHET,
2991,1723,9,Urbanisme,2023-08-29,2023-08-31,EN_ATTENTE,GUICHET,
2992,548,13,Etat civil,2023-01-15,2023-02-07,EN_ATTENTE,GUICHET,
2993,554,5,Passeport,2025-09-24,2025-10-06,HONORE,EN_LIGNE,
2994,2486,7,Passeport,2025-05-26,2025-06-15,ANNULE,EN_LIGNE,
2995,643,14,Rendez-vous social,2024-09-20,2024-10-03,ANNULE,TELEPHONE,
2996,1813,7,Etat civil,2023-06-28,2023-07-27,CONFIRME,EN_LIGNE,
2997,1394,5,Passeport,2024-07-02,2024-07-11,EN_ATTENTE,TELEPHONE,
2998,297,13,Urbanisme,2025-09-20,2025-10-03,HONORE,TELEPHONE,
2999,2165,10,Mariage,2025-06-08,2025-06-28,HONORE,TELEPHONE,
3000,1028,4,Urbanisme,2023-06-13,2023-06-25,ANNULE,TELEPHONE,
3001,182,5,Mariage,2025-10-12,2025-10-31,HONORE,TELEPHONE,
3002,482,7,Naissance,2024-12-27,2024-12-27,EN_ATTENTE,EN_LIGNE,
3003,2692,9,Rendez-vous social,2023-01-30,2023-02-16,EN_ATTENTE,EN_LIGNE,
3004,1758,11,Rendez-vous social,2025-01-16,2025-02-15,CONFIRME,GUICHET,
3005,1636,7,Naissance,2023-10-29,2023-11-03,CONFIRME,TELEPHONE,
3006,1321,1,Carte d'identité,2024-08-24,2024-08-28,CONFIRME,GUICHET,
3007,1718,1,Urbanisme,2025-09-13,2025-09-21,ANNULE,GUICHET,
3008,747,10,Rendez-vous social,2023-04-24,2023-05-22,CONFIRME,TELEPHONE,
3009,1376,9,Naissance,2024-12-31,2025-01-15,EN_ATTENTE,EN_LIGNE,
3010,876,1,Passeport,2023-05-14,2023-06-06,HONORE,TELEPHONE,
3011,1253,2,Naissance,2023-02-15,2023-03-01,HONORE,EN_LIGNE,
3012,1527,13,Passeport,2024-10-13,2024-10-22,EN_ATTENTE,GUICHET,
3013,2199,16,Naissance,2024-07-13,2024-07-23,HONORE,EN_LIGNE,
3014,1859,11,Passeport,2025-04-29,2025-05-08,ANNULE,GUICHET,
3015,1015,6,Etat civil,2024-09-14,2024-10-09,EN_ATTENTE,GUICHET,
3016,1615,10,Urbanisme,2024-07-18,2024-08-14,HONORE,EN_LIGNE,
3017,1641,12,Carte d'identité,2024-10-24,2024-11-11,EN_ATTENTE,GUICHET,
3018,1746,2,Etat civil,2023-12-29,2024-01-02,ANNULE,GUICHET,
3019,1356,14,Passeport,2023-11-18,2023-11-30,CONFIRME,TELEPHONE,
3020,940,9,Naissance,2023-07-19,2023-08-13,EN_ATTENTE,TELEPHONE,
3021,2142,2,Mariage,2025-03-08,2025-04-07,ANNULE,EN_LIGNE,
3022,1224,14,Mariage,2023-11-08,2023-12-08,EN_ATTENTE,GUICHET,
3023,316,8,Rendez-vous social,2025-02-20,2025-03-06,HONORE,TELEPHONE,
3024,1128,3,Urbanisme,2023-12-22,2024-01-06,ANNULE,TELEPHONE,
3025,49,9,Carte d'identité,2024-09-23,2024-10-18,EN_ATTENTE,GUICHET,
3026,1586,10,Naissance,2023-05-11,2023-06-08,EN_ATTENTE,TELEPHONE,
3027,151,2,Mariage,2025-04-15,2025-05-07,CONFIRME,TELEPHONE,
3028,2982,11,Naissance,2025-09-13,2025-09-22,CONFIRME,TELEPHONE,
3029,130,7,Etat civil,2023-06-20,2023-07-19,EN_ATTENTE,EN_LIGNE,
3030,1375,11,Urbanisme,2024-11-17,2024-12-07,CONFIRME,GUICHET,
3031,1181,4,Urbanisme,2025-05-18,2025-05-30,CONFIRME,GUICHET,
3032,186,14,Mariage,2024-10-30,2024-11-12,EN_ATTENTE,GUICHET,
3033,15,5,Mariage,2024-11-09,2024-11-11,EN_ATTENTE,EN_LIGNE,
3034,2930,4,Naissance,2023-09-27,2023-09-29,HONORE,EN_LIGNE,
3035,634,13,Etat civil,2024-11-17,2024-12-14,HONORE,GUICHET,
3036,620,15,Naissance,2025-07-02,2025-07-22,HONORE,EN_LIGNE,
3037,213,10,Carte d'identité,2023-10-07,2023-10-24,ANNULE,TELEPHONE,
3038,1189,14,Mariage,2023-02-13,2023-02-13,HONORE,GUICHET,
3039,2841,11,Urbanisme,2025-02-18,2025-02-28,EN_ATTENTE,GUICHET,
3040,2056,12,Rendez-vous social,2024-08-23,2024-08-31,EN_ATTENTE,EN_LIGNE,
3041,1992,5,Rendez-vous social,2023-08-08,2023-08-12,CONFIRME,EN_LIGNE,
3042,319,10,Carte d'identité,2025-04-11,2025-04-24,ANNULE,GUICHET,
3043,136,6,Mariage,2024-10-12,2024-10-20,HONORE,GUICHET,
3044,2883,15,Carte d'identité,2024-01-13,2024-01-24,ANNULE,EN_LIGNE,
3045,233,12,Passeport,2023-10-13,2023-11-04,HONORE,TELEPHONE,
3046,790,5,Mariage,2023-03-08,2023-03-10,EN_ATTENTE,TELEPHONE,
3047,178,14,Urbanisme,2024-05-19,2024-06-11,HONORE,GUICHET,
3048,2612,14,Etat civil,2024-02-03,2024-02-05,HONORE,EN_LIGNE,
3049,35,1,Urbanisme,2025-10-12,2025-11-01,CONFIRME,EN_LIGNE,
3050,616,1,Mariage,2025-05-08,2025-06-06,ANNULE,EN_LIGNE,
3051,202,16,Passeport,2024-11-02,2024-12-01,EN_ATTENTE,TELEPHONE,
3052,1484,11,Passeport,2023-10-11,2023-10-29,HONORE,TELEPHONE,
3053,1705,10,Passeport,2023-05-09,2023-06-04,HONORE,TELEPHONE,
3054,2090,12,Mariage,2023-01-15,2023-01-25,EN_ATTENTE,GUICHET,
3055,2976,1,Mariage,2024-10-02,2024-10-21,EN_ATTENTE,TELEPHONE,
3056,1541,1,Rendez-vous social,2024-03-16,2024-03-28,ANNULE,EN_LIGNE,
3057,2981,11,Naissance,2023-07-19,2023-07-26,EN_ATTENTE,TELEPHONE,
3058,1017,1,Mariage,2025-08-16,2025-08-23,CONFIRME,EN_LIGNE,
3059,665,9,Passeport,2025-09-18,2025-10-01,ANNULE,GUICHET,
3060,2674,15,Naissance,2023-01-11,2023-02-10,HONORE,EN_LIGNE,
3061,232,2,Mariage,2023-05-16,2023-05-31,CONFIRME,GUICHET,
3062,2516,14,Passeport,2023-12-17,2023-12-26,HONORE,TELEPHONE,
3063,473,11,Rendez-vous social,2025-07-06,2025-08-05,CONFIRME,TELEPHONE,
3064,832,10,Rendez-vous social,2023-07-09,2023-08-03,EN_ATTENTE,GUICHET,
3065,205,2,Urbanisme,2024-12-02,2025-01-01,EN_ATTENTE,TELEPHONE,
3066,2188,8,Naissance,2024-03-25,2024-04-19,HONORE,GUICHET,
3067,1151,8,Naissance,2025-09-25,2025-10-10,HONORE,EN_LIGNE,
3068,1760,7,Passeport,2024-11-21,2024-12-09,CONFIRME,GUICHET,
3069,1635,7,Passeport,2024-04-21,2024-05-12,EN_ATTENTE,EN_LIGNE,
3070,1491,5,Carte d'identité,2025-05-07,2025-06-01,EN_ATTENTE,GUICHET,
3071,1636,12,Etat civil,2025-06-02,2025-06-08,CONFIRME,EN_LIGNE,
3072,1415,10,Etat civil,2025-04-07,2025-04-20,HONORE,EN_LIGNE,
3073,1131,5,Passeport,2023-12-28,2024-01-01,HONORE,TELEPHONE,
3074,1010,8,Etat civil,2023-05-08,2023-06-02,CONFIRME,GUICHET,
